index,item_id
304936,"[14414, 4610, 12869, 1811, 8430, 15411, 8199, 11348, 8251, 6201]"
305053,"[6193, 6311, 15074, 11749, 10119, 10942]"
305313,"[3935, 8350, 9617, 8199, 3182]"
305412,"[3888, 14200, 983, 7789, 10319, 973, 3734, 13589, 12974, 13218]"
305589,"[13262, 13865, 15362, 6660, 4239, 3784]"
306282,"[8036, 13583, 9950, 9103, 5434]"
306633,"[2956, 5681, 3940, 6774, 15224, 10323, 9885, 11245, 7351, 4774]"
306659,"[3363, 682, 14530, 12981, 10440, 565, 12225, 7626, 12857, 14422]"
306770,"[13865, 6660, 14177, 10878, 7102, 8923, 140, 13223]"
307404,"[9728, 10517, 1287, 7401, 8801]"
308043,"[7807, 4239, 8579, 6265, 12598]"
308593,"[10845, 13099, 10214, 7582, 13865]"
308692,"[3734, 16166, 3845, 12386, 14431, 10345, 12356, 9728, 5754, 13018]"
309067,"[12173, 4384, 10440, 4151, 12080]"
309432,"[4571, 5780, 11778, 3734, 9702, 1844, 3541, 14646, 13256, 5508]"
309585,"[14022, 3306, 2743, 5167, 7417, 14431, 14238, 12828, 14959, 4495]"
309856,[]
309952,"[8880, 4718, 5171, 10761, 3182, 5936, 11790, 10605, 15074, 5956]"
309955,"[3296, 11656, 3395, 11109, 6561, 15997, 13865, 14431, 7582, 9465]"
310063,"[5838, 15719, 3834, 12386, 15362, 13913, 4457, 16166, 14317, 6050]"
310328,[]
310351,"[15466, 14361, 9728, 713, 10878, 15955, 6162, 13865, 12356, 931]"
310775,"[7571, 13052, 7582, 15297, 4495, 3182, 13691, 1553, 13865, 5051]"
310967,"[3532, 16107, 8616, 4533]"
311092,"[10801, 13980, 9617, 6003, 16499, 682, 8540, 12446, 4689, 1290]"
311259,"[13018, 9342, 10240, 10074, 5831, 5755, 12995, 11348]"
311311,"[7969, 9728, 13256, 3978, 13185, 5023]"
311443,"[9728, 13139, 10464, 12995, 8486, 16207, 3784, 2852, 5536, 7278]"
311579,"[12324, 2616, 10440, 3567, 16228]"
311631,"[14431, 15715, 11919, 6965, 4151, 16228]"
311752,"[5693, 14310, 4740, 4495, 3151]"
311760,"[9728, 3734, 11985, 14288]"
312059,"[7676, 4495, 7102, 11778, 4457, 15648, 9213]"
312243,"[7571, 9963, 14619, 8612, 13185, 4260, 16064, 741, 3632]"
312247,"[4495, 2823, 15297, 5315, 3384]"
312330,"[10214, 3978, 5424, 4689, 1695, 10440, 5434, 11769]"
312436,"[9728, 2220, 5311, 9755, 13867, 3734, 861, 8373, 8199, 4629]"
312538,"[3182, 1105, 11749, 9506, 6686, 10761, 5936, 4718, 10605, 11790]"
312739,"[3734, 3379, 9728, 1287, 8893]"
312971,"[11109, 9851, 15297, 10440, 9817]"
313973,"[14317, 841, 15297, 12975, 8580, 4880, 6295, 10077, 11345, 15629]"
314219,"[16434, 6273, 4946, 15531, 14901, 15464, 5600, 13460, 12692, 1435]"
314319,"[3734, 8636, 5051, 11919, 710, 15297, 6979]"
314544,"[14341, 16166, 4237, 5411, 5239, 14703, 8821, 12268, 13018]"
314687,"[3182, 1785, 1443, 7612, 14416, 2320, 8437, 12841, 10444, 5893]"
314871,"[15297, 1325, 4495, 4151, 7102, 2612]"
315149,"[10201, 3541, 13865, 8386, 6118, 13762, 15297, 12259]"
315539,"[10313, 10440, 9352, 6273, 15404, 4260, 4741, 13865, 12463, 3259]"
315632,"[7417, 6455, 12770, 861, 142, 14431, 3395, 2016, 1844, 9817]"
315796,"[3734, 1785, 5894, 10942, 6265, 12598]"
315963,"[14899, 3734, 8874, 10464, 10440]"
316691,"[7582, 3978, 12173, 2657, 7626]"
316918,"[5803, 10219, 6265, 12598, 12324]"
317038,"[13865, 4024, 9194, 15362, 6915, 7019]"
317554,"[8636, 11228, 16228, 4239, 11237]"
317555,"[14317, 4685, 8036, 13583, 9103]"
317891,"[334, 11985, 9164, 9091, 12965, 16166, 2954]"
318001,"[13161, 1132, 3071, 7102, 12324, 6265, 12598]"
318122,"[9342, 7102, 4457, 6219, 7793, 6577, 3095, 13280, 3940, 14567]"
318154,"[6402, 366, 12057, 4151]"
318601,"[12173, 10440, 1381, 4151, 12080]"
318928,"[12133, 599, 15033, 16488, 1105, 13018, 11756, 7310, 1287, 7417]"
319342,"[11778, 12324, 6646, 9811, 6402, 10440]"
319413,"[9728, 3935, 1290, 10074, 6256, 5754, 12846]"
319749,"[10440, 13941, 10811, 7571, 12743, 14317, 15297, 2647, 5104, 7019]"
319797,"[4116, 3553, 1000, 7626, 6626, 16291]"
319838,"[1381, 15362, 1163, 6660, 3784]"
320450,"[10440, 13915, 13865, 3784, 1006, 13851, 3808, 5906, 599, 1978]"
320719,"[15074, 3182, 11749, 6686, 1105, 4718]"
320995,"[6561, 2558, 12995, 14470, 10440, 6210, 6443]"
321019,"[7210, 7582, 6949, 2657, 4260]"
321029,"[10440, 3734, 4151, 7102]"
321414,"[13018, 3800, 11387, 7019, 13243]"
321553,[5793]
321739,"[8980, 12268, 9808, 3734, 11749]"
321913,"[8980, 4475, 12268, 3734, 13018]"
321980,"[15434, 5755, 12595, 10122, 13377, 14684, 10440]"
322525,"[6404, 1454, 16021, 4062, 12336, 5408, 4696, 6936, 12179, 3095]"
322589,"[6402, 12848, 366, 12057, 4151]"
322823,"[1267, 3734, 14317, 2025, 13455, 3220, 15365, 9808, 10323, 3509]"
322950,"[15297, 10440, 9817]"
323191,"[15266, 4239]"
323312,"[4457, 14359, 1399, 14317, 734, 15199, 142, 9342, 6219, 11469]"
323427,"[12421, 7582, 6646, 5504, 11237, 12974, 5051, 7026, 5894]"
323465,"[4582, 5434, 5803, 10942, 8579, 6265, 12598]"
323545,"[13865, 15297, 12356, 8251, 3395, 11237, 7597, 4689, 1050, 4533]"
324065,"[12173, 10440, 1381, 4151, 12080]"
324291,"[9728, 12841, 5569, 6809, 13915]"
324378,"[2956, 12846, 218, 2556, 13325, 7144]"
324992,"[9950, 334, 5693, 13915, 7210, 12988, 2657]"
325198,"[9214, 5411, 3449, 2954, 11933]"
325207,"[14025, 11645, 13805, 12981, 6809, 13018, 8209, 923]"
325299,"[8636, 7829, 15845, 1287]"
325450,"[7638, 3833, 13865, 4151, 5315, 3384]"
325635,"[841, 10122, 13377, 11899, 12975]"
325784,"[2599, 7014]"
325864,"[1986, 10886, 15549, 13538, 8577, 2802, 5490, 3734, 12215, 10786]"
326288,"[2942, 6162, 3734]"
326552,"[13018, 9937, 8821, 3122, 15221, 14814, 12204, 12461, 4702, 11382]"
326762,"[4239, 10942, 8579, 6265, 12598]"
326763,"[7210, 12841, 13865, 6626, 8972, 5658, 11237, 12981, 14891, 3050]"
327039,"[11539, 5754, 13099, 14567, 5847, 3363, 13865]"
327579,"[1916, 2892, 1617, 5266, 6825, 10214, 10959, 15297, 12537, 8636]"
327816,"[11790, 9728, 3734, 11310, 1337, 3345]"
327999,"[12974, 10605, 14083, 9335, 14530, 10214, 2887]"
328091,"[11099, 14317, 12324, 9728, 10942, 13915]"
328202,"[2301, 11858, 5311, 16361, 13865, 144, 15958]"
328404,"[12173, 47, 14837, 8437, 1819, 10755, 7019]"
328634,"[16270, 5411, 8650, 5315, 144, 3384]"
328635,"[3734, 12133, 4361, 8650, 14687]"
328765,"[16270, 5589, 602, 13280, 15715, 12173, 9391, 5434]"
328843,"[1381, 15362, 1163, 6660, 3784]"
329023,[]
329085,"[15266, 4151]"
329292,"[4151, 12449, 10440, 4482, 13068, 11919, 16228]"
329730,"[2922, 3449, 15223, 6965, 7371]"
329803,"[12173, 8038, 11348, 9728, 7102, 14264, 5330, 8656, 15918, 7379]"
329991,[10440]
330007,"[15297, 4845, 3935, 9617, 8821, 13411, 7102, 15731]"
330794,"[1381, 15362, 1163, 6660, 3784]"
331020,"[15266, 12173, 1106, 10942, 3734, 15297, 9728, 288, 16447, 2351]"
331714,"[10959, 11756, 3734, 10770, 15297, 8636, 12846, 8227, 2940]"
331861,"[5576, 7626, 734, 1819, 13865]"
332349,"[4151, 4754, 10440, 9728, 9817]"
332430,"[15531, 15049]"
332497,"[142, 4151, 3734, 16499, 9169, 5658, 1070, 8254, 10440, 4224]"
332623,"[3734, 11661]"
332741,"[447, 11749, 12252, 12501, 11539, 12974, 11734, 7417]"
332781,"[6267, 3182, 1197, 11985, 3006, 13185, 6220, 12743, 11756, 13545]"
332880,"[1287, 8046, 682, 2722, 13243, 4000, 11885, 10770, 15266]"
333205,[4448]
333558,"[3800, 10515, 9335, 12204, 10942]"
333629,[]
333838,"[7829, 10440, 9817, 15845]"
333990,"[3182, 15549, 3587, 10214, 14710]"
334409,"[2954, 7018, 9370, 1819, 7571, 10971, 14095, 1617, 7014, 9728]"
334453,"[7582, 2025, 13586, 2223, 8636, 14414, 7310, 2657, 366]"
334648,"[15719, 4718, 13243, 13373, 11595, 15787, 10558, 13865]"
334756,"[4495, 2823, 3773, 5315, 3384]"
334824,"[2722, 2780, 923, 8011]"
334878,"[8636, 10440, 16228, 4239, 11237]"
335187,"[11539, 2956, 3613, 4457, 2379, 4740, 13865, 13759, 7829, 8199]"
335337,"[10077, 13865, 7571, 8209, 14741, 12491, 3423, 2452, 9667, 11118]"
335739,"[14177, 14215, 734, 47, 2351, 15297, 5569, 15108, 9986, 1105]"
335923,"[1290, 512, 3734, 6265, 12598]"
336189,"[15558, 6809, 4946, 3784, 13915, 2612, 1465, 13377]"
336723,"[147, 15715, 16447, 3004, 3734, 13723, 13865, 211, 7026]"
337123,"[2043, 5507, 1418, 2220, 4689, 5047, 6770, 6162, 15310, 8986]"
337200,"[1553, 2301, 1267, 6939, 3792, 4725, 10234, 11348]"
337243,"[9728, 7582, 6870, 14961, 3182, 1105, 12974, 3632, 12623]"
337492,"[9728, 8636, 4754, 10440, 9817]"
337526,"[12501, 5424, 13865, 5658, 14317, 643, 35, 4151, 12228, 1527]"
337876,"[7793, 10551, 12324, 3541, 7246, 4151, 13865, 9728, 11044, 9070]"
337952,"[15362, 15297, 1163, 6660, 3784]"
338235,"[10811, 9728, 12248, 10440, 7571, 14317, 12743, 7019, 2731]"
338495,"[13865, 931, 11118, 14196, 8437]"
338497,[]
338839,"[7420, 3734, 7745, 10770, 15266, 8636, 1418]"
338841,"[10845, 10214, 7571, 2887, 13865]"
338991,"[1290, 3734, 512, 6155, 10440, 3223]"
339119,"[4696, 13913, 13243, 7134, 8811, 7571, 203, 13159, 273, 10214]"
339537,"[4151, 4754, 10440, 9728, 9817]"
340139,"[13500, 7417, 9506, 11749, 7310, 5505, 1247, 4475, 9465, 8181]"
340146,[]
340169,"[11919, 6646, 13915, 9506, 8254, 12965, 3363, 8207, 5051, 3220]"
340522,"[6219, 16382, 4290, 8011, 13018, 10605, 366, 10256, 4774, 9728]"
340624,"[125, 12133, 10119, 10440]"
340649,"[13849, 3800, 14512, 10942, 6265, 12598]"
340717,"[2176, 5803, 12356, 16447, 6162, 15297, 14603]"
341421,"[6467, 12173, 10440, 6209, 10558, 13865]"
341432,"[14431, 13865, 5669, 10440, 15847]"
341634,"[15362, 1163, 7019, 6660, 3784]"
342244,"[12974, 11756, 3888, 10319, 8874, 15266, 15771, 6467, 15648]"
342356,"[13223, 4685, 9381, 10827, 4151, 13865, 6265, 12598]"
343374,"[8636, 4797, 4976, 16270, 760, 488, 9728, 12346, 7802, 3076]"
343473,"[1785, 11717, 13398, 13849, 3363, 13867, 565, 12225, 14422]"
343489,"[12849, 4072, 13788, 12179, 7132, 9506, 10845, 9298, 8821, 3940]"
343901,"[14317, 10558, 2279, 14422, 372, 13865]"
344058,"[12057, 7311, 12965, 1553, 10073, 10942, 6470]"
344409,"[2317, 12719, 7102, 11237, 602, 3734, 12974, 12596, 1090, 12623]"
344916,"[142, 10440, 9728, 10777, 9817, 13865, 9169]"
345262,"[12785, 10440, 9728, 7019, 9817]"
345345,"[6311, 13185, 1267, 13788, 12965]"
345363,"[8636, 447, 6143, 11749]"
345970,"[13915, 16088, 11761, 4239, 3541, 11749, 4880]"
346179,"[14025, 13805, 6809, 12981, 13018, 7392, 11988, 13492, 12501, 10942]"
346369,"[9842, 14359, 8986, 16026, 12846]"
346537,"[7932, 5755, 15549, 5315, 8650, 3384, 4224]"
346763,"[2722, 3784, 13865, 13243, 9851]"
346801,"[7571, 10942, 8579, 6265, 12598]"
347080,"[11749, 4817, 5216, 3742, 4574, 12240, 3734, 10361, 8181, 3784]"
347586,"[15014, 8386, 4495, 12149, 10119]"
347675,"[10122, 13377, 16509, 10440, 12324]"
349807,"[5023, 7571, 9728, 8986, 9963]"
350122,"[15297, 12356, 9728, 2720, 12324, 16088]"
350966,"[2025, 14689, 4072, 6219, 10770, 1106, 2954, 12908, 14846, 10440]"
351041,"[4702, 2256, 11268, 10551, 14703, 5906, 3834, 8391, 2612, 682]"
351213,"[1287, 7401, 16021, 12060, 14361, 8617, 6647, 8252, 7102, 3390]"
351228,"[4495, 2823, 3773, 5315, 3384]"
351234,"[7571, 14689, 15915, 2887, 12598, 15298, 1978, 9103, 16064, 3632]"
351485,"[7626, 5576, 1819, 13865, 7014]"
351618,"[13865, 12743, 12133, 3474, 3693, 5434]"
351712,"[12965, 6774, 1819, 11029, 10152, 6447, 5021, 7829, 10214, 7278]"
352118,"[6028, 6162, 10464, 8874, 7793, 11564, 13650, 10440]"
352130,"[354, 13355, 3734, 10770, 15266, 8636, 7506]"
352172,"[8636, 14899, 2954, 11933, 8134]"
352338,"[4537, 4943, 11754, 13015, 13058, 3419]"
352549,"[9728, 12356, 3734, 6661, 7019]"
352555,"[142, 7310, 9728, 10073, 9817]"
352887,"[4927, 11912, 3734, 3289, 11118, 372, 1287]"
352940,"[1381, 15362, 1163, 6660, 3784]"
353230,"[8636, 11228, 16228, 4239, 11237]"
353250,"[6561, 2100, 2012, 6809, 682, 14422, 3940, 10440, 12846, 12324]"
353369,"[9728, 4495, 8849, 7308, 1785, 3734, 11403, 11739, 9016, 9817]"
353629,"[5434, 12995, 676, 11348]"
353776,"[16166, 8335, 4718, 5434, 5569, 12995, 15297]"
354243,"[16270, 11749, 3182, 8069, 14500, 6502, 16249]"
354607,"[4239, 10942, 8579, 6265, 12598]"
354738,"[11348, 7310, 1002, 13787, 6853, 12202, 7382, 10119, 4224]"
354826,"[1418, 13622, 6638, 8986, 16499, 9169, 10942, 6265, 12598]"
355189,"[8437, 13941, 12770, 16043, 10884, 5533, 281, 1247, 14317, 12995]"
355646,"[11749, 3182, 3587, 15074, 11911]"
355690,"[10440, 4436, 7401, 8636, 11348, 4151]"
355919,"[10440, 7829, 817, 15297]"
356134,"[16166, 16270, 8880, 1978, 1107]"
356623,"[6404, 9728, 7102, 7417, 15404, 4000, 14191, 15170, 16328, 8335]"
356751,"[219, 2301, 14415, 242, 3734, 14512, 11118, 11769, 2965, 3363]"
356882,"[3400, 142, 14476, 14705, 11933, 15077, 9335, 8134, 15549]"
357381,"[6965, 6404, 3006, 3669, 4151, 9817, 12228, 10440, 10878, 4495]"
357570,"[4943, 4537, 11754, 15297, 13058, 3419]"
357630,"[10214, 1197, 3006, 7582, 9164, 9091, 4718, 15787, 5411, 12743]"
357929,"[9728, 15362, 1163, 6660, 3784]"
357972,"[1915, 11155, 10005, 14151, 9728, 4511, 12702, 11796, 4260, 734]"
358086,"[4239, 10942, 8579, 6265, 12598]"
358351,"[10119, 85, 4475, 10761, 3182, 10593, 6393, 1978, 13865]"
358631,"[1381, 15362, 1163, 6660, 3784]"
358971,"[1785, 6825, 734, 14741, 8026, 7102, 10942, 4457]"
358997,"[1381, 15362, 1163, 6660, 3784]"
359105,[]
359647,"[10879, 9132, 14901, 5287, 4457, 11919, 4151, 16228]"
359830,"[2722, 11985, 5051, 11310, 9713, 14856, 1168, 7827, 13396, 16166]"
359949,"[14567, 12743, 14215, 13185, 3632, 3541, 13851, 12974, 1916, 3182]"
360084,"[16438, 7444, 11749, 12965, 10801, 6870, 12129, 5729]"
360156,"[16270, 5021, 16166, 1978, 1107]"
360237,"[13018, 3800, 11387, 9844, 9169, 5873, 14646]"
360426,"[16166, 12965, 13463, 8636]"
361003,"[9617, 7379, 10942, 8579, 6265, 12598]"
361142,"[334, 2657, 8880, 9681, 9342, 13500, 10214]"
361288,"[14689, 9811, 10942, 11310, 1337, 111, 11749, 5648, 8437, 9964]"
361525,"[9728, 12516]"
361646,"[11348, 6646, 12118, 456, 15266, 760, 8430, 13713, 16166, 4997]"
361652,"[144, 15422, 682, 5648, 1106, 8437]"
362134,"[10440, 16026, 1381, 4151, 12080]"
362360,"[10198, 142, 8140, 2561, 7192, 8874]"
362475,"[4457, 366, 10942, 8579, 6265, 12598]"
362676,"[6809, 3784, 5046, 4151, 931, 3223, 734, 8486, 3190, 5056]"
362746,"[4629, 2823, 2720, 4151, 16228]"
363467,"[9132, 602, 9335, 7210, 747, 5424, 8070, 5693, 7626, 11275]"
363858,"[12173, 9728, 3404, 13377, 14703, 11099, 13018]"
363993,"[884, 1000, 11790, 12965, 9327]"
364277,"[10657, 5693, 10772, 13600, 6785, 12129, 8322, 14389, 9213, 561]"
364504,"[12965, 15297, 12138, 3827, 6455, 14317, 7102, 15464, 11790, 8036]"
364536,"[16270, 3734, 14961, 12837, 7310, 13167, 13865, 4361, 955, 973]"
364761,"[8636, 5589, 14841, 13915, 11919, 3632, 9996, 2625, 4151, 16228]"
364879,"[13865, 7102, 7571, 12908, 9728]"
365192,"[6738, 13913, 15464, 14215, 12133, 3066, 13070, 6870, 9164, 7117]"
365552,"[7379, 10219, 2702, 15915, 8891, 12869, 8618, 10464, 10440]"
365930,"[11310, 3163, 1106, 7612, 144, 12232, 14841, 5693, 7683, 10761]"
366157,"[657, 9381, 12623, 7626, 6561, 682, 12250, 12259, 6265]"
366201,"[12965, 676, 3999, 10073, 11754, 10605]"
366234,"[11919, 2940, 12133, 16166, 5411, 7571, 9856, 10440, 923]"
366421,"[15362, 1163, 6660, 3784, 5434]"
366424,"[12849, 7829, 9297, 5693, 8038, 10772, 7102, 15918]"
366814,"[3888, 15074, 11790, 10083, 12988, 8209, 1358, 6577, 7102, 2722]"
366881,"[101, 14580, 13865, 273, 1189, 15297, 15362, 6660]"
367044,"[4239, 1290, 12692, 11778, 11919, 7582, 4976, 4718, 13851, 1785]"
367168,"[9728, 11338, 3734, 8874, 7734, 1531, 14470, 1553, 8199]"
367571,"[3734, 9996, 2301, 7486, 5505, 12324, 15297, 1700, 7026]"
368015,"[15547, 7125, 10845, 14317, 12908, 6964, 565, 8134, 11985, 4239]"
368558,[3095]
368926,"[11109, 9851, 15297, 10440, 9817]"
369151,"[5650, 9164, 9524, 1290, 3734, 12173, 16447, 6774, 12846, 8227]"
369949,"[5411, 14317, 16438, 13185, 13915, 15224, 2599, 7444, 5964, 2657]"
369979,"[13318, 13373, 5610, 7107, 7278, 5424, 2657, 11790, 6785, 8424]"
370644,"[4457, 2722, 9214, 6453, 11756, 13915, 8011, 4290, 13018, 8254]"
370662,"[1105, 15719, 11985, 12756, 15333, 8617, 5086, 9996, 14942]"
370931,"[7829, 4620, 13865, 14703, 11109, 10029]"
371108,"[15266, 13865, 16270, 7571, 3182, 3632, 899, 3541, 13915, 8134]"
371424,"[4266, 6273, 15362, 15464, 15715, 366]"
371532,"[1287, 14361, 12981, 2301, 6126, 9506, 10440, 9996, 9728, 3182]"
371593,"[4471, 13865, 14703, 10464, 6440]"
371613,"[4239, 10942, 8579, 6265, 12598]"
371777,"[9370, 7135, 15277, 13865, 1562, 5964, 9617, 15646, 8437, 14717]"
371835,"[5873, 10122, 13377, 16509, 10440]"
371904,"[12386, 6033, 13243, 13865, 3182, 4457, 12201, 4151, 2954]"
371940,"[15297, 9728, 4471, 4436, 14431, 598, 142, 12173, 4237]"
372268,"[16166, 14083, 9506, 9335, 5330, 15771]"
372866,"[4495, 13865, 9381, 8986, 9728, 1287, 6949, 6626, 9352, 9658]"
373125,"[7968, 14567, 12421, 4475, 14317, 8386, 15266, 9996, 13018, 4224]"
373255,"[10323, 8391, 12692, 15471, 13865, 4696, 9121, 1325, 13414]"
373465,[]
373549,"[7160, 15404, 14689, 4762, 4702, 111, 1553]"
374067,"[9728, 10464, 8874, 10440]"
374118,"[15266, 12537, 16029, 602, 7102, 10323, 1304, 9936, 10214, 565]"
374415,"[6404, 142, 16361, 9381, 15958]"
374541,"[4495, 4740, 10903, 7460, 9728]"
374593,"[7417, 4151, 6126, 10440, 7144, 7829, 7026]"
374663,"[9103, 5658, 3463, 16228, 4239, 11237]"
374673,"[9851, 15297, 10440, 366, 9817]"
375194,"[13622, 9728, 3506, 13159, 9121, 10605, 10253, 16378, 3182, 10440]"
375566,"[13018, 3800, 11387, 15646, 9963]"
375788,"[13865, 4457, 16499, 15297, 12305, 3927, 4880, 10440, 142]"
375912,"[10077, 7417, 14703, 6443, 15297]"
376316,"[3734, 12133, 8650, 14687]"
376486,"[14470, 841, 7210, 565, 2657, 13377]"
376694,"[13218, 10440, 12133, 12324, 8636, 2916, 3734, 16180, 965, 5982]"
376855,"[14809, 8821, 5754, 416, 12104, 13865, 12975]"
377828,"[8662, 12988, 9728, 3935, 973]"
377950,"[5330, 16166, 8617, 5086, 9996]"
378384,"[3838, 4457, 9298, 12841, 2780, 7210, 8011]"
378444,"[12057, 9903, 372, 12702, 13262, 5945, 14580, 4436, 12173, 1553]"
378861,"[10073, 6470, 10605]"
379255,"[7582, 2317, 602, 9506, 10323, 1304, 7310, 9936, 7460, 565]"
379524,[]
379583,"[4685, 9381, 10827, 4151, 13865, 10942, 6265, 12598]"
379591,"[6646, 12268, 7571, 4845, 11756]"
379777,"[8636, 10122, 13377, 10214, 10440]"
380340,"[11756, 12386, 10942, 8579, 6265, 12598]"
380706,"[13865, 8662, 9728, 3935, 973]"
380824,"[7626, 15362, 12743, 12173, 11903, 13788, 741, 1443, 13653, 11749]"
380831,"[13865, 12463, 5668, 1501, 10287, 6982, 3888, 12974, 15074, 1785]"
381099,"[3734, 14916, 12275, 10878, 1553]"
381360,"[13223, 142, 15297, 16509, 11245, 15648, 10903, 8662, 7460, 9728]"
381543,"[9466, 4436, 3940, 12841, 13280, 13865, 9817, 8011]"
381646,"[12366, 5847, 12446, 9335, 14153, 11348, 10761, 3936, 12057, 12623]"
381868,[1131]
381872,"[8952, 15464, 5979, 3978, 799, 3935, 5424, 5287, 10761, 7310]"
382278,"[16244, 334, 3360, 12785, 11756, 4401, 12173, 16433]"
382384,"[13865, 12305, 5693, 15411, 12743, 3693, 10440, 7144, 5434]"
382562,"[10240, 1267, 15886, 11505, 9164, 10889, 4436, 14603, 12173, 7793]"
382581,"[682, 4457, 9617, 7626, 7793, 2852, 3734, 10676, 7582, 13865]"
382590,"[142, 1267, 5693, 7102, 14942, 12324, 6265, 12598]"
382706,[10440]
382945,"[13865, 142, 1617, 1844, 9103, 5089, 4260, 7102, 6033, 14359]"
383038,"[10777, 7829, 3800, 11985, 1659, 3927, 11494, 9506, 12846, 10440]"
383149,"[8386, 1048, 5838, 3735, 7417, 13720]"
383191,"[7626, 14242, 9752, 9342, 1785, 11754, 3587, 12639, 13943]"
383289,"[3734, 3935, 14414, 3553, 12033, 3509, 12908, 456, 1785, 5243]"
383308,"[6219, 3345, 3935, 12609, 9506, 2657, 15297, 4740]"
383663,"[7745, 9728, 7107, 8636, 16442, 1559]"
383727,[676]
383771,"[14689, 10772, 3133, 15787, 3834]"
383868,"[13865, 13389, 6267, 15297, 5505, 9963, 7343, 7571, 16087, 3017]"
384222,"[4625, 6402, 3784, 1290, 6377, 15297, 4436, 8251, 10942, 512]"
384336,"[10878, 8437, 3734, 9728, 9817]"
384731,"[1617, 10515, 16237, 9213, 9381, 142]"
384821,"[8662, 9728, 3935, 973, 14841]"
384892,"[15719, 2741, 15915, 5792, 10636, 142, 14431, 6162, 15051, 565]"
384904,"[13020, 7807, 10801, 6870, 14684]"
384912,"[10942, 8579, 6265, 12598]"
384920,"[5434, 5124, 4754, 10440, 9728, 9817]"
384984,"[8143, 15362, 14461, 542, 2048, 6519, 14317, 923, 9817]"
385089,"[9728, 6155, 11458, 7269, 11661, 16291, 5669]"
385110,"[9169, 11035, 14965, 1554, 3071, 2758, 6882, 14266, 5693, 2940]"
385252,"[6377, 2954, 5979, 13167, 13159, 11749, 9903, 7968, 15297, 14317]"
385262,"[11756, 12537, 9524, 12846, 8227, 2940]"
385586,[14242]
385603,"[5507, 2025, 4457, 12846, 7626, 12908, 14901, 3935, 14359, 3509]"
386073,"[4151, 12659, 10440, 219, 14167, 15983, 10811, 12173, 16415, 15785]"
386159,"[1553, 12057, 10770, 3734, 14317, 12995]"
386336,"[4151, 4754, 10440, 9728, 9817]"
386631,"[11057, 13865, 242, 10240, 13018, 2237, 12080]"
386653,"[14563, 4571, 4436, 12623, 4361, 14899, 3532]"
386715,"[12240, 11730, 6660, 7019, 7460, 9728]"
386956,"[4436, 14416, 1617, 2599, 6660, 12324]"
386990,"[13262, 7401, 4495, 4436, 6440]"
387033,"[12215, 16166, 10878, 12275, 3734]"
387170,"[4151, 4754, 10440, 9728]"
387707,"[1290, 10942, 13941, 14703, 366, 8636, 11382, 9617, 12857, 7444]"
387870,"[12173, 13243, 10323, 3474, 7626, 6219, 1337, 11310]"
387973,"[4151, 4754, 10440, 9728, 9817]"
387980,"[9696, 11310, 3269, 2834, 10440, 9728, 9817]"
388521,[]
388621,"[12849, 5754, 15915, 16361, 2887, 15958]"
388742,"[9728, 8590, 15404, 1641, 5863, 15221, 6447, 1418, 8617, 4436]"
388915,"[13622, 599, 7571, 4448, 10106, 11790, 11689, 14215]"
389106,"[4151, 1048, 14337, 3190, 6295, 12837, 8254, 15365, 11454, 11893]"
389306,"[4689, 7310, 12133, 657, 9817, 8350, 9728]"
389381,"[2499, 7102, 7571, 14812, 13865, 1873, 10440, 15266, 14717, 3419]"
389592,"[4946, 12057, 11756, 10073, 10605]"
389835,"[13499, 9728, 8986, 3734, 3935, 6774, 9318, 2852, 11345, 9381]"
390357,"[4629, 11919, 2720, 4151, 16228]"
390427,"[3587, 6267, 11985, 12743, 11911, 13543]"
390532,"[5169, 5693, 4882, 3734, 7356, 13095]"
390670,"[10440, 13191, 15656, 9728, 11754, 10593, 3012, 11494, 3935, 11112]"
391063,"[1381, 15362, 1163, 6660, 3784]"
391080,"[3182, 5411, 899, 3632, 13865, 11933, 15266, 8134]"
391083,"[9079, 4495, 3734, 1083, 9817, 1700, 7026]"
391378,[]
391387,"[11348, 15297, 14264, 8656, 7460, 4224, 9728]"
391857,"[12537, 916, 15997, 3935, 6255, 12421, 11188, 3400, 11371, 13865]"
392030,"[3734, 12096, 15297, 1700, 7026]"
392681,"[15549, 16166, 14710, 13243, 4076, 3182, 5411, 7793, 3784, 6774]"
393118,"[1785, 9342, 13018, 2956, 4685, 10122]"
393295,"[10214, 16145, 13185, 14194, 6044, 1439, 14153, 11919, 11047, 5434]"
393337,"[14703, 142, 11595, 6660, 4754, 10440, 9728, 9817]"
393561,"[8821, 12057, 3196, 5669, 14317, 16055, 3474, 12133, 682, 7626]"
394160,"[4151, 1787, 13018, 9731, 13865, 16415, 15297, 12463]"
394345,"[4239, 10942, 8579, 6265, 12598]"
395099,"[13223, 8350, 884, 11790, 923]"
395105,"[657, 1785, 12598, 4151, 12981, 12857, 817]"
395181,"[3734, 4250, 11749, 11237, 11348, 6443]"
395249,"[7626, 13915, 14964, 4774, 5411, 12268, 2956, 682, 12173, 144]"
395388,"[13865, 9731, 6561, 5124, 14313, 4585, 13543, 4239, 11829]"
396008,"[9728, 10440, 4495, 8986, 1287, 9996, 1590, 12502, 9842, 14689]"
396012,"[3734, 13867, 3784, 11756, 8891]"
396086,"[11109, 9851, 15297, 10440, 9817]"
396482,"[3734, 3935]"
